Reference	ID	Tags	Quote	Occurrence	Question	Response
10:33	kicf	basic,observe	ὁ Υἱὸς τοῦ Ἀνθρώπου παραδοθήσεται τοῖς ἀρχιερεῦσιν καὶ γραμματεῦσιν, καὶ κατακρινοῦσιν αὐτὸν θανάτῳ, καὶ παραδώσουσιν αὐτὸν τοῖς ἔθνεσιν	1	Selon Jésus, que lui feront les **chefs des prêtres** et les **scribes** à Jérusalem ?	
10:34	o3zu	basic,observe	ἐμπαίξουσιν αὐτῷ, καὶ ἐμπτύσουσιν αὐτῷ, καὶ μαστιγώσουσιν αὐτὸν, καὶ ἀποκτενοῦσιν	1	Selon Jésus, que lui feront les païens à Jérusalem ?	
10:34	qcod	basic,observe	καὶ μετὰ τρεῖς ἡμέρας ἀναστήσεται	1	Selon Jésus, que lui arriverait-il **après trois jours** ?	
10:35	wgmc	basic,observe	προσπορεύονται αὐτῷ Ἰάκωβος καὶ Ἰωάννης, οἱ υἱοὶ Ζεβεδαίου	1	Qui s'est approché de Jésus avec une requête ?	
10:35	ep2z	basic,interpret	Διδάσκαλε, θέλομεν ἵνα ὃ ἐὰν αἰτήσωμέν σε, ποιήσῃς ἡμῖν	1	Selon vous, pourquoi Jacques et Jean n'ont-ils pas précisé leur requête lorsqu'ils ont demandé à Jésus de faire quelque chose pour eux ?	
10:36	th2x	basic,observe	τί θέλετε ποιήσω ὑμῖν?	1	Comment Jésus a-t-il répondu à leur demande initiale ?	
10:37	zdj5	basic,observe	οἱ δὲ εἶπαν αὐτῷ, δὸς ἡμῖν, ἵνα εἷς σου ἐκ δεξιῶν, καὶ εἷς ἐξ εὐωνύμων σου καθίσωμεν ἐν τῇ δόξῃ σου	1	Qu'ont demandé Jacques et Jean à Jésus ?	
10:37	a4g4	basic,interpret	δὸς ἡμῖν, ἵνα εἷς σου ἐκ δεξιῶν, καὶ εἷς ἐξ εὐωνύμων σου καθίσωμεν ἐν τῇ δόξῃ σου	1	Étant donné que Jésus avait déclaré aux versets 33-34 qu'il allait souffrir et être tué à Jérusalem, pensez-vous que leur demande était appropriée ?	
10:38	ew3r	basic,interpret	ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς, οὐκ οἴδατε τί αἰτεῖσθε	1	En se basant sur la réponse de Jésus, pense-t-il que la demande de Jacques et Jean était appropriée ?	
10:38	y2sh	advanced,interpret	δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ πίνω, ἢ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι βαπτισθῆναι?	1	Selon vous, dans le contexte où Jésus dit aux versets 33-34 qu'il va souffrir et mourir à Jérusalem, que désignent ici **la coupe** et le **baptême** ?	
10:39	plbf	basic,observe	οἱ δὲ εἶπαν αὐτῷ, δυνάμεθα	1	Comment les frères ont-ils répondu à la question de Jésus ?	
10:39	j12r	basic,observe	ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς, τὸ ποτήριον ὃ ἐγὼ πίνω, πίεσθε, καὶ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι, βαπτισθήσεσθε	1	Que promet Jésus à Jacques et Jean ?	
10:39	ympp	advanced,interpret	τὸ ποτήριον ὃ ἐγὼ πίνω, πίεσθε, καὶ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι, βαπτισθήσεσθε	1	À la lumière de ce qui va arriver à Jésus à Jérusalem, quelle est la **coupe** et le **baptême** dont Jacques et Jean vont faire l'expérience à un moment donné ?	
10:40	wlnh	basic,observe	τὸ δὲ καθίσαι ἐκ δεξιῶν μου ἢ ἐξ εὐωνύμων, οὐκ ἔστιν ἐμὸν δοῦναι, ἀλλ’ οἷς ἡτοίμασται	1	Jacques et Jean ont demandé à s'asseoir à la **droite** et à la **gauche** de Jésus dans sa gloire. Jésus a-t-il accepté de leur donner cela ?	
10:40	i56a	basic,interpret	οὐκ ἔστιν ἐμὸν δοῦναι, ἀλλ’ οἷς ἡτοίμασται	1	Puisque Jésus a dit que ce n'est pas lui qui donnera ce droit, qui accordera ces positions d'honneur ?	
10:41	zdc0	basic,observe	ἀκούσαντες, οἱ δέκα ἤρξαντο ἀγανακτεῖν περὶ Ἰακώβου καὶ Ἰωάννου	1	Comment ont réagi les **dix autres** apôtres à la demande de Jacques et Jean ?	
10:41	r65c	basic,interpret	οἱ δέκα ἤρξαντο ἀγανακτεῖν περὶ Ἰακώβου καὶ Ἰωάννου	1	Selon vous, pourquoi la demande de Jacques et Jean a-t-elle mis les autres apôtres en colère ?	
10:41	sn1a	basic,apply	οἱ δέκα ἤρξαντο ἀγανακτεῖν περὶ Ἰακώβου καὶ Ἰωάννου	1	Vous est-il déjà arrivé d'être en colère contre un compagnon de foi parce que vous pensiez qu'il ou elle cherchait à obtenir une position d'honneur ?	
10:42	bfiw	basic,observe	οἴδατε ὅτι οἱ δοκοῦντες ἄρχειν τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν, καὶ οἱ μεγάλοι αὐτῶν κατεξουσιάζουσιν αὐτῶν	1	Comment les **chefs** traitent-ils les gens qu'ils gouvernent ?	
10:43	bmlm	basic,observe	οὐχ οὕτως δέ ἐστιν ἐν ὑμῖν	1	Les disciples de Jésus sont-ils censés agir comme les chefs des nations ?	
10:43	ae1u	basic,observe	ἀλλ’ ὃς ἂν θέλῃ μέγας γενέσθαι ἐν ὑμῖν, ἔσται ὑμῶν διάκονος	1	En quoi les disciples sont-ils censés agir différemment des dirigeants païens ?	
10:43-44	jft0	basic,observe	ὃς ἂν θέλῃ μέγας γενέσθαι ἐν ὑμῖν, ἔσται ὑμῶν διάκονος & καὶ ὃς ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος, ἔσται πάντων δοῦλος	1	Que doivent faire les disciples de Jésus pour être honorés lorsqu'il viendra dans sa gloire ?	
10:43-44	pfc9	basic,interpret	ὃς ἂν θέλῃ μέγας γενέσθαι ἐν ὑμῖν, ἔσται ὑμῶν διάκονος & καὶ ὃς ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος, ἔσται πάντων δοῦλος	1	A la lumière de 9.35, pourquoi les disciples n'auraient-ils pas dû être surpris par cette déclaration ?	
10:44	t5yn	basic,apply	ὃς ἂν θέλῃ ἐν ὑμῖν εἶναι πρῶτος, ἔσται πάντων δοῦλος	1	Dans quelle mesure parvenez-vous à devenir **l'esclave de tous** afin de recevoir la bénédiction de la part de Jésus ?	
10:45	ffdm	basic,observe	καὶ γὰρ ὁ Υἱὸς τοῦ Ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι, ἀλλὰ διακονῆσαι, καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν	1	Ici, **Car** introduit le but pour lequel Jésus est venu. Quel est ce but ?	
10:45	nh4k	basic,interpret	ὁ Υἱὸς τοῦ Ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι, ἀλλὰ διακονῆσαι, καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν	1	En quoi Jésus a-t-il servi d'exemple parfait pour devenir le serviteur ou l'esclave de tous ?	
10:45	bu1m	advanced,interpret	δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν	1	Que voulait dire Jésus lorsqu'il a déclaré qu'il allait **donner sa vie pour racheter beaucoup de personnes** ?	
10:46	mujr	basic,observe	ἐκπορευομένου αὐτοῦ ἀπὸ Ἰερειχὼ, καὶ τῶν μαθητῶν αὐτοῦ, καὶ ὄχλου ἱκανοῦ, ὁ υἱὸς Τιμαίου, Βαρτιμαῖος, τυφλὸς προσαίτης, ἐκάθητο παρὰ τὴν ὁδόν	1	Qui Jésus a-t-il vu **assis au bord de la route** alors qu'il sortait de **Jéricho** ?	
10:46	artt	basic,interpret	τυφλὸς προσαίτης, ἐκάθητο παρὰ τὴν ὁδόν	1	Pourquoi un **mendiant** est-il généralement assis **au bord de la route** ?	
10:47	i6vl	basic,interpret	ἤρξατο κράζειν καὶ λέγειν, Υἱὲ Δαυεὶδ, Ἰησοῦ, ἐλέησόν με	1	Selon vous, pourquoi l'aveugle s'est-il adressé à Jésus en l'appelant **Fils de David** ?	
10:47	iq69	basic,observe	ἤρξατο κράζειν καὶ λέγειν, Υἱὲ Δαυεὶδ, Ἰησοῦ, ἐλέησόν με	1	Qu'a demandé l'aveugle à Jésus ?	
10:48	irue	basic,observe	ἐπετίμων αὐτῷ πολλοὶ ἵνα σιωπήσῃ	1	Comment la foule a-t-elle réagi lorsque l'aveugle a appelé Jésus ?	
10:48	cca1	basic,observe	ὁ δὲ πολλῷ μᾶλλον ἔκραζεν, Υἱὲ Δαυείδ, ἐλέησόν με	1	Quelle a été la réaction de l'aveugle lorsque les gens lui ont dit d'arrêter d'appeler Jésus ?	
10:49	b999	basic,interpret	στὰς, ὁ Ἰησοῦς εἶπεν, φωνήσατε αὐτόν	1	Selon vous, pourquoi Jésus a-t-il attendu pour appeler l'aveugle au lieu de lui répondre lorsqu'il a crié pour la première fois ?	
10:49	op41	basic,interpret	στὰς, ὁ Ἰησοῦς εἶπεν, φωνήσατε αὐτόν	1	Selon vous, pourquoi Jésus a-t-il dit à la foule d'appeler l'aveugle au lieu de lui parler directement ?	
10:49	imvc	basic,interpret	φωνοῦσι τὸν τυφλὸν, λέγοντες αὐτῷ, θάρσει, ἔγειρε, φωνεῖ σε	1	Selon vous, pourquoi la foule s'est-elle adressée à l'aveugle de cette manière ?	
10:50	gmbd	basic,interpret	ἀποβαλὼν τὸ ἱμάτιον αὐτοῦ	1	Un aveugle jetterait-il normalement son manteau et le laisserait-il de côté ?	
10:51	hzop	basic,observe	ὁ Ἰησοῦς εἶπεν, τί σοι θέλεις ποιήσω?	1	Que demande Jésus à l'aveugle ?	
10:51	i1dt	basic,observe	ὁ δὲ τυφλὸς εἶπεν αὐτῷ, Ραββουνεί, ἵνα ἀναβλέψω	1	Que veut-il que Jésus fasse pour lui ?	
10:51	age4	basic,interpret	ἵνα ἀναβλέψω	1	Est-ce là ce que demanderait normalement un mendiant aveugle à quelqu'un qui passe sur la route ?	
10:52	xmp3	basic,observe	ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ, ὕπαγε, ἡ πίστις σου σέσωκέν σε	1	Que dit exactement Jésus à l'aveugle ?	
10:52	xott	basic,interpret	ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ, ὕπαγε, ἡ πίστις σου σέσωκέν σε	1	Vous attendiez-vous à une telle réponse de la part de Jésus à l'aveugle ?	
10:52	wbwx	basic,observe	ἡ πίστις σου σέσωκέν σε	1	Quelle parole Jésus a-t-il prononcée pour guérir l'aveugle ?	
10:52	ldru	basic,observe	καὶ εὐθὺς ἀνέβλεψεν	1	Comment Jésus a-t-il répondu au désir de l'aveugle de recouvrer la vue ?	
10:52	kjpb	basic,observe	καὶ ἠκολούθει αὐτῷ ἐν τῇ ὁδῷ	1	Qu'a fait l'aveugle après avoir été guéri ?	
11:1	hi12	basic,observe	εἰς Ἱεροσόλυμα, εἰς Βηθφαγὴ καὶ Βηθανίαν πρὸς τὸ Ὄρος τῶν Ἐλαιῶν	1	Où était Jésus lorsqu'il a envoyé **deux de ses disciples** ?	
11:2	o2yr	basic,observe	ὑπάγετε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν	1	Où les deux disciples devaient-ils aller ?	
11:2	s6xd	basic,observe	εὐθὺς εἰσπορευόμενοι εἰς αὐτὴν, εὑρήσετε πῶλον δεδεμένον ἐφ’ ὃν οὐδεὶς ἀνθρώπων οὔπω ἐκάθισεν	1	Que trouveront les disciples **aussitôt entrés** dans le village ?	
11:2	xaeg	basic,observe	λύσατε αὐτὸν καὶ φέρετε	1	Que devaient faire les disciples avec l'**ânon** ?	
11:3	slyh	basic,observe	ἐάν τις ὑμῖν εἴπῃ, τί ποιεῖτε τοῦτο? εἴπατε, ὅτι ὁ Κύριος αὐτοῦ χρείαν ἔχει	1	Comment les deux disciples devaient-ils répondre si quelqu'un leur demandait pourquoi ils détachaient l'ânon ?	
11:4	tsbo	basic,observe	εὗρον πῶλον δεδεμένον πρὸς τὴν θύραν ἔξω ἐπὶ τοῦ ἀμφόδου	1	Qu'ont trouvé les disciples en arrivant au village ?	
11:5	i50u	basic,observe	τινες τῶν ἐκεῖ ἑστηκότων ἔλεγον αὐτοῖς, τί ποιεῖτε λύοντες τὸν πῶλον?	1	Comment les gens ont-ils réagi lorsque les disciples ont commencé à détacher l'ânon ?	
11:6	af0n	basic,observe	ἀφῆκαν αὐτούς	1	Comment les gens ont-ils réagi aux explications des disciples ?	
11:7	dxcu	basic,interpret	ἤγαγον τὸν πῶλον πρὸς τὸν Ἰησοῦν, καὶ ἐπιβάλλουσιν αὐτῷ τὰ ἱμάτια αὐτῶν, καὶ ἐκάθισεν ἐπ’ αὐτόν	1	Pourquoi les disciples ont-ils jeté **leurs vêtements** sur l'ânon ?	
11:8	zp5p	basic,interpret	πολλοὶ τὰ ἱμάτια αὐτῶν ἔστρωσαν εἰς τὴν ὁδόν, ἄλλοι δὲ στιβάδας κόψαντες ἐκ τῶν ἀγρῶν	1	Selon vous, pourquoi les gens **ont étendu leurs vêtements** ou **des branches** sur le chemin devant Jésus ?	
11:9	q5p7	basic,observe	ἔκραζον, ὡσαννά! εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι Κυρίου!	1	Que *criaient* les gens lorsque Jésus est arrivé à Jérusalem sur l'âne ?	
11:9	c644	basic,interpret	εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι Κυρίου	1	Selon vous, pourquoi les gens criaient-ils que Jésus venait **au nom du Seigneur** ?	
11:10	xeak	advanced,interpret	ἡ ἐρχομένη βασιλεία τοῦ πατρὸς ἡμῶν, Δαυείδ	1	"Quel est le lien entre ""**le règne qui vient de notre père David**"" et le cri de l'aveugle en 10.47 ?"	
11:10	c0rl	basic,interpret	ὡσαννὰ ἐν τοῖς ὑψίστοις!	1	Le mot **Hosanna** signifie louer. Que signifierait donc **Hosanna dans les lieux très hauts** ?	
11:11	lo57	basic,observe	εἰσῆλθεν εἰς Ἱεροσόλυμα, εἰς τὸ ἱερόν; καὶ περιβλεψάμενος πάντα	1	Qu'a fait Jésus quand il est entré **dans le Temple** ?	
11:11	w7c2	basic,observe	ὀψίας ἤδη οὔσης τῆς ὥρας, ἐξῆλθεν εἰς Βηθανίαν μετὰ τῶν δώδεκα	1	Pourquoi Jésus a-t-il quitté le temple pour se rendre à **Béthanie** ?	
11:12	dt8w	basic,observe	τῇ ἐπαύριον, ἐξελθόντων αὐτῶν ἀπὸ Βηθανίας, ἐπείνασεν	1	Quel problème Jésus a-t-il rencontré **en sortant de Béthanie** le lendemain ?	
11:13	gjvh	basic,observe	ἰδὼν συκῆν ἀπὸ μακρόθεν ἔχουσαν φύλλα	1	Qu’est-ce que Jésus a vu **de loin** ?	
11:13	eh9c	basic,observe	ἦλθεν εἰ ἄρα τι εὑρήσει ἐν αὐτῇ	1	Pourquoi Jésus s'est-il approché du figuier ?	
11:13	u4xh	basic,observe	ἐλθὼν ἐπ’ αὐτὴν, οὐδὲν εὗρεν εἰ μὴ φύλλα	1	Qu'a trouvé Jésus sur le figuier lorsqu'il est venu chercher des figues à manger ?	
11:13	rctz	basic,observe	ὁ γὰρ καιρὸς οὐκ ἦν σύκων	1	Selon Marc, pourquoi n'y avait-il pas de figues sur l'arbre ?	
11:14	qka8	basic,interpret	εἶπεν αὐτῇ, μηκέτι εἰς τὸν αἰῶνα, ἐκ σοῦ μηδεὶς καρπὸν φάγοι	1	Selon vous, pourquoi Jésus a-t-il maudit l'arbre alors qu'il savait que ce n'était pas la saison des figues ?	
11:15	dc95	basic,interpret	εἰσελθὼν εἰς τὸ ἱερὸν, ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας καὶ τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ; καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς, κατέστρεψεν	1	Qu'a commencé à faire Jésus après être **entré dans le Temple** à Jérusalem ?	
11:15	clmb	basic,interpret	τοὺς πωλοῦντας καὶ τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ; καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς, κατέστρεψεν	1	Selon vous, pourquoi les gens **vendaient et achetaient** dans le Temple ?	
11:15	glt1	advanced,interpret	εἰσελθὼν εἰς τὸ ἱερὸν, ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας καὶ τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ; καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς, κατέστρεψεν	1	Pensez-vous que le fait que Jésus n'ait pas trouvé de fruits sur le figuier et qu'il l'ait maudit dans les versets 12-14 concernait uniquement le figuier, ou était-ce une illustration de ce qu'il a constaté dans le temple ?	
11:16	x5eg	basic,interpret	οὐκ ἤφιεν ἵνα τις διενέγκῃ σκεῦος διὰ τοῦ ἱεροῦ	1	Quel genre d’**objet** les gens pouvaient-ils transporter **à travers le Temple** ?	
11:17	a7s7	basic,observe	ὁ οἶκός μου, οἶκος προσευχῆς κληθήσεται πᾶσιν τοῖς ἔθνεσιν	1	Que devait être le Temple de Dieu ?	
11:17	xqr3	basic,observe	ὑμεῖς δὲ ἐποιήσατε αὐτὸν σπήλαιον λῃστῶν	1	Comment les Juifs utilisaient-ils le Temple de Dieu ?	
