Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
27:1	mmn6		rc://*/ta/man/translate/figs-quotations	Jésus a répondu : « Qu’est-ce qui est écrit dans la loi de Dieu ? »	1	C’est une citation directe. Mais on peut la reformuler de manière indirecte : « Jésus lui a demandé ce qui était écrit dans la loi de Dieu ».
27:1	zr1v			Qu’est-ce qui est écrit dans la loi de Dieu ?	1	Cela pourrait signifier « Qu’est-il écrit dans la loi de Dieu à ce sujet ? » Jésus a posé cette question parce qu’il voulait que l’homme réfléchisse à ce que la loi de Dieu enseigne vraiment.
27:1	wako		rc://*/ta/man/translate/figs-activepassive	Qu’est-ce qui est écrit	1	Ceci peut être exprimé sous une forme active : « Qu’a dit Dieu ? ».
27:2	j77u		rc://*/ta/man/translate/figs-quotations	L’homme a dit : « La Loi dit : “Aime le Seigneur ton Dieu de tout ton cœur, de toute ton âme, de toute ta force et de toute ta pensée, et aime ton prochain comme toi-même.” »	1	C’est une citation directe. Mais on peut la reformuler de manière indirecte : « L’homme a dit que nous devons aimer le Seigneur notre Dieu de tout notre cœur, de toute notre âme, de toutes nos forces et de tout notre esprit. Et aimer notre prochain comme soi-même ».
27:2	s23n			Aime le Seigneur ton Dieu	1	Vous pouvez dire : « Nous devons aimer le Seigneur notre Dieu ». Assurez-vous qu’il ne paraisse pas que l’homme commande quoi que ce soit à Jésus. Il cite plutôt ce que la loi de Dieu ordonne aux gens de faire.
27:2	r6mz			de tout ton cœur, de toute ton âme, de toute ta force et de toute ta pensée	1	Cela pourrait signifier « avec votre être entier » ou « avec chaque partie de votre être ». Dans certaines langues, cela pourrait être traduit par : « avec tout votre foie, votre respiration, votre force et vos pensées ». L’accent n’est pas mis sur chacune de ces parties, mais sur notre tout. Utilisez les concepts de votre langue qui signifient la personne entière.
27:2	wkml			cœur	1	Le cœur fait référence à la partie de la personne qui a des désirs et des émotions.
27:2	qac6			âme	1	L’âme fait référence à la partie non physique et spirituelle d’une personne.
27:2	aki9			force	1	La force fait référence au corps physique et à toutes ses capacités.
27:2	cxl4			pensée	1	La pensée fait référence à la partie d’une personne qui pense, planifie et a des idées.
27:2	xqyt			prochain	1	Bien que le mot « prochain » désigne normalement la personne à côté de nous, les Juifs utilisaient ce terme pour désigner quelqu’un qui n’était ni un proche parent, ni un étranger, ni un ennemi.
27:2	msew		rc://*/ta/man/translate/figs-ellipsis	aime ton prochain comme toi-même	1	Il s’agit d’une ellipse. L’information manquante peut être précisée : « aime ton prochain comme tu t’aimes toi-même ».
27:2	t7n1		rc://*/ta/man/translate/figs-simile	comme toi-même	1	C’est-à-dire qu’il devrait aimer son prochain comme il s’aime lui-même.
27:2	vm0m		rc://*/ta/man/translate/figs-quotations	Jésus a répondu : « Tu as raison ! Si tu fais cela, tu auras la vie éternelle. »	1	C’est une citation directe. Mais on peut la reformuler de manière indirecte : « Jésus lui a dit qu’il avait raison et que s’il le faisait il aurait la vie éternelle ».
27:2	dlql		rc://*/ta/man/translate/figs-activepassive	tu auras la vie éternelle	1	On peut le dire à la voix active : « Dieu te donnera la vie éternelle ».
27:3	k0rc			l’expert de la Loi	1	Cela pourrait signifier « l’expert de la loi juive ». Voyez comment vous avez traduit ce terme en [27:01] (27/01).
27:3	zgtc		rc://*/ta/man/translate/figs-quotations	Alors il a demandé à Jésus : « Eh bien ! Qui donc est mon prochain ? »	1	C’est une citation directe. Mais on peut la reformuler de manière indirecte : « il a demandé à Jésus qui était son prochain ».
27:3	l358		rc://*/ta/man/translate/figs-explicit	Qui donc est mon prochain ?	1	Cela pourrait aussi être traduit par : « qu’est-ce que tu veux dire par “mon prochain” ? » ou « qui sont ceux qui sont mes prochains ? ». Il savait qu’il n’aimait pas tout le monde et demandait à Jésus de lui préciser quelles personnes il devait aimer.
27:4	ixja			Information générale	1	Le cadre en forme de nuage autour de cette image indique que Jésus raconte une histoire. Cette histoire n’a peut-être jamais eu lieu dans la vraie vie, mais ce n’est pas grave, car elle porte tout de même un enseignement puissant.
27:4	qxl0			l’expert de la Loi	1	Voyez comment vous avez traduit ce terme en [27:01] (27/01).
27:4	ld6x		rc://*/ta/man/translate/figs-parables	une histoire	1	L’histoire était sous la forme de parabole.
27:4	driw		rc://*/ta/man/translate/writing-participants	Il y avait un homme juif	1	Cela introduit un nouveau personnage.
27:4	ar96			de Jérusalem à Jéricho	1	Dans certaines langues, vous pouvez traduire ceci par : « de la ville de Jérusalem jusqu’à la ville de Jéricho » ou « de la ville de Jérusalem à la ville de Jéricho ».
27:5	e814			Information générale	1	Jésus continue à raconter l’histoire.
27:5	huhh			tout ce qu’il avait	1	Cela pourrait signifier : « tout ce qu’il avait avec lui, y compris les vêtements qu’il portait ».
27:6	t95f			Information générale	1	Jésus continue le récit de l’histoire.
27:6	klsj		rc://*/ta/man/translate/writing-participants	Peu de temps après, il s’est trouvé qu’un prêtre juif	1	Cela introduit un nouveau personnage.
27:6	b302			empruntait la même route	1	On pourrait dire « qu’il voyageait sur la même route ». Dans certaines langues, il peut être nécessaire d’utiliser un mot comme « voyager » plutôt que « marcher » car le prêtre ne se contentait pas de marcher sur la route, mais il se déplaçait pour se rendre dans une autre ville.
27:6	n58m			passé son chemin	1	Cela pourrait signifier « continué à voyager sur la route ».
27:6	xnht		rc://*/ta/man/translate/figs-explicit	Il a complètement ignoré l’homme qui avait besoin d’aide	1	C’était surprenant car les prêtres étaient très religieux et auraient dû aider leur prochain juif.
27:6	i0b9			a complètement ignoré l’homme qui avait besoin d’aide	1	C’est-à-dire : « il n’a pas aidé cet homme » ou « n’a montré aucune empathie pour cet homme ».
27:7	qbs0			Information générale	1	Jésus continue le récit de l’histoire.
27:7	ql4s		rc://*/ta/man/translate/writing-participants	Et peu de temps après, un Lévite	1	On introduit un nouveau personnage.
27:7	vng9			a pris la même route	1	Cela pourrait signifier « est passé car il voyageait sur cette même route ».
27:7	z4dj		rc://*/ta/man/translate/writing-background	(les Lévites étaient une tribu de Juifs qui aidaient les prêtres au Temple)	1	Ceci est un élément de contexte pour informer le lecteur au sujet des Lévites.
27:7	y9kl			les Lévites étaient une tribu de Juifs	1	Cela pourrait signifier « les Lévites appartenaient à la tribu israélite de Lévi » ou « les Lévites appartenaient au clan israélite de Lévi ».
27:7	qtbo		rc://*/ta/man/translate/figs-explicit	Le Lévite aussi […] a ignoré cet homme	1	C’était surprenant parce que les Lévites servaient dans le temple et auraient dû aider leur prochain juif.
27:7	o0si			a ignoré	1	Cela pourrait signifier « ne l’a pas aidé ».
27:8	zqss			Information générale	1	Jésus continue le récit de l’histoire.
27:8	pyy5		rc://*/ta/man/translate/writing-participants	La personne suivante à emprunter cette route était un homme de Samarie	1	On introduit encore un nouveau personnage.
27:8	e2x8			à emprunter cette route	1	Cela pourrait signifier « à voyager sur cette route ». Ces personnes voyageaient d’une ville à l’autre. Assurez-vous que la traduction ne semble pas parler d’une promenade.
27:8	bxv0		rc://*/ta/man/translate/writing-background	Les Samaritains et les Juifs se détestaient	1	C’est un élément de contexte pour informer le lecteur du fait que les Samaritains et les Juifs étaient ennemis.
27:8	fcbz		rc://*/ta/man/translate/figs-explicit	Il a vu qu’il était juif. Toutefois, il a eu une très grande compassion pour lui.	1	C’était surprenant parce que les Juifs et les Samaritains se détestaient. On n’aurait pas pensé qu’il puisse aider l’homme juif.
27:9	ia0k			Information générale	1	Jésus continue le récit de l’histoire.
27:9	n6n1			sur son âne	1	Assurez-vous qu’il est clair que l’adjectif possessif : « son » fait référence au Samaritain.
27:9	tj5y			une auberge près de la route	1	Cela pourrait signifier « un lieu d’hébergement le long de la route ». C’est un endroit où les voyageurs peuvent trouver de la nourriture et passer la nuit.
27:10	k8z1			Information générale	1	Jésus continue le récit de l’histoire.
27:10	bee2			continuer son voyage	1	Cela pourrait être traduit par : « continuer à voyager vers sa destination ».
27:10	s0ip			responsable de	1	Cela pourrait signifier « gérant de ». Il est possible que cette personne soit aussi le propriétaire de cette auberge.
27:10	idsk		rc://*/ta/man/translate/figs-quotesinquotes	Il lui a dit : “Prends soin de cet homme. Si tu dois dépenser davantage d’argent, je te rembourserai ces dépenses à mon retour.”	1	Il s’agit d’une citation à l’intérieur d’une citation. On pourrait reformuler la citation entière de manière indirecte : « Il lui a dit de prendre soin de l’homme, et que s’il devait dépenser plus d’argent, il le rembourserait à son retour ».
27:10	kk4f			Prends soin de cet homme	1	Dans certaines langues, on préfère dire « Veuillez prendre soin de cet homme » pour montrer clairement qu’il s’agissait d’une demande polie et non d’un ordre.
27:10	ipuo			je te rembourserai ces dépenses	1	Autres traductions possibles : « je te les rembourserai », « je te rembourserai cet argent » ou « je le rembourserai ».
27:11	qkzd		rc://*/ta/man/translate/figs-quotations	Jésus a demandé à l’expert de la Loi : « Qu’en penses-tu ? Lequel de ces trois hommes a été le prochain de l’homme qui a été dépouillé et battu ? »	1	C’est une citation directe. On peut la reformuler de manière indirecte : « Jésus a demandé à l’expert de la Loi lequel des trois hommes il pensait être le prochain de celui qui a été dépouillé et battu ».
27:11	k04m			l’expert de la Loi	1	Cela pourrait signifier « l’expert de la loi juive ». Voyez comment vous avez traduit ce terme en [27:01] (27/01).
27:11	wqr2			de ces trois hommes	1	Les trois hommes étaient le prêtre, le Lévite et le Samaritain.
27:11	qegy			a été le prochain	1	Cela peut aussi être traduit par : « s’est comporté comme son prochain », « a été un ami » ou « a agi avec amour ». Voyez comment vous avez traduit « prochain » en [27:02] (27/02) et [27:03] (27/03).
27:11	lnpv			le prochain	1	Jésus utilise le mot « prochain » dans un sens plus large qu’en [27:02] (27/02). Ici, « prochain » fait référence à n’importe quelle personne que nous sommes susceptibles de rencontrer et qui aurait besoin de notre aide.
27:11	kt2c		rc://*/ta/man/translate/figs-quotations	Il a répondu : « Celui qui a été miséricordieux envers lui. »	1	C’est une citation directe. On peut la reformuler de manière indirecte : « Il a répondu que c’était celui qui avait été miséricordieux envers lui ».
27:11	u5i9		rc://*/ta/man/translate/figs-quotations	Jésus lui a dit : « va, et toi fais de même. »	1	C’est une citation directe. On peut la reformuler de manière indirecte : « Jésus lui a dit d’aller et de faire la même chose ».
27:11	xhc3			va, et […] fais	1	Cela pourrait signifier « Toi aussi, tu devrais aller et faire de même » ou « Maintenant, tu dois faire la même chose ». Jésus commandait à l’expert de la Loi de faire comme le Samaritain.
27:11	jo67		rc://*/ta/man/translate/figs-ellipsis	fais de même	1	Cela pourrait signifier « aime les autres, même tes ennemis ». Assurez-vous que votre traduction laisse pas penser que « fais de même » désigne seulement le fait d’aider un homme blessé.
27:11	l7le			Une histoire biblique tirée de	1	Ces références peuvent varier légèrement dans certaines traductions de la Bible.
28:0	d97t	title		Le jeune homme riche	1	Ce titre peut aussi être traduit par « Comment un riche et important jeune homme est venu parler à Jésus » ou « Que s’est-il passé lorsqu’un riche et important jeune homme est venu parler à Jésus ? ».
28:1	galq		rc://*/ta/man/translate/writing-newevent	Un jour	1	Cette expression introduit un événement qui a pris place dans le passé mais n’indique pas le moment précis. De nombreuses langues ont une manière similaire de commencer à raconter une histoire vraie.
28:1	eirv		rc://*/ta/man/translate/writing-participants	un jeune homme riche	1	Cet homme, bien qu’encore jeune, était déjà un fonctionnaire politique riche et puissant.
